id,route_or_scope,page_or_context,source_file,line,placement,original_text,purpose,background,polish_notes
C515,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,190,说明正文,它刚回来，还在睡。你可以先塞一张纸条；醒了以后它会自己决定什么时候走。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C516,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,190,说明正文,你只能给一个模糊方向。纸条不会决定目的地，更不会决定它带什么回来。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C517,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,191,无障碍/图像说明,纸条方向建议,帮助屏幕阅读器或解释视觉对象。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C518,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,210,其他固定 UI 文案,自己写一张,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C519,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,215,输入提示,比如：最近总在看效率工具，带我去看看反对意见。,告诉用户可以输入什么以及输入方式。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C520,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,220,标签/状态,<span>{Array.from(draftRouteBias).length}/40 字</span>,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C521,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,221,CTA/导航,压进包里 →,推动下一步操作或页面跳转。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C522,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,227,其他固定 UI 文案,先看看知乎现在有什么 →,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C523,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,231,标签/状态,公开创作,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C524,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,231,标签/状态,表达线索,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C525,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,232,标签/状态,关注,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C526,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,232,标签/状态,长期兴趣,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C527,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,233,标签/状态,近期收藏,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C528,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,233,标签/状态,真正留下,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C529,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,234,标签/状态,综合,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C530,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,234,标签/状态,人格方向,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C531,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,252,眉题/舞台标签,PACKING · 别催，它自己决定什么时候走,说明场景、阶段或信息类型。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C532,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,253,标题,它开始,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C533,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,253,标题,收行囊了。,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C534,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,254,无障碍/图像说明,${catName}收拾出门装备,帮助屏幕阅读器或解释视觉对象。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C535,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,256,标签/状态,行囊里唯一由你放进去的东西,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C536,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,257,其他固定 UI 文案,随便逛,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C537,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,257,其他固定 UI 文案,"「{routeBias ?? ""随便逛""}」",页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C538,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,258,说明正文,纸条看见了。接下来不用点“出发”，它会自己把门带上。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C539,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,259,无障碍/图像说明,出门准备,帮助屏幕阅读器或解释视觉对象。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C540,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,260,标签/状态,纸条收好,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C541,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,261,标签/状态,自己收包,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C542,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,262,标签/状态,自己出门,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C543,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,272,其他固定 UI 文案,刚出门。门口的脚印还很新。,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C544,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,273,其他固定 UI 文案,已经走远了。现在不知道它在哪。,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C545,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,274,其他固定 UI 文案,外面安静了很久。也许快回来了。,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C546,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,282,标题,窝空了。,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C547,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,285,标签/状态,它带走的纸条,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C548,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,286,其他固定 UI 文案,随便逛,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C549,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,286,其他固定 UI 文案,"「{journey.routeBias ?? ""随便逛""}」",页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C550,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,287,说明正文,这只是一个方向。你不会看到倒计时，也不能把它叫回来。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C551,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,290,其他固定 UI 文案,翻翻以前的旅行册 →,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C552,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,291,标签/状态,等门自己响。,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C553,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,313,其他固定 UI 文案,这一趟只留下了出门记录。,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C554,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,318,其他固定 UI 文案,关系票根 · RELATION TICKET,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C555,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,320,其他固定 UI 文案,观点碎片 · OPINION FRAGMENT,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C556,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,322,其他固定 UI 文案,怪东西 · ODDITY,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C557,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,324,其他固定 UI 文案,问题票根 · QUESTION TICKET,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C558,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,326,其他固定 UI 文案,新认识 · ABOUT YOU,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C559,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,327,其他固定 UI 文案,旅途札记 · POSTCARD,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C560,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,330,其他固定 UI 文案,这一趟留下的旅行记录,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C561,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,331,其他固定 UI 文案,这一趟的旅行札记,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C562,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,351,眉题/舞台标签,RETURNED · 回窝,说明场景、阶段或信息类型。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C563,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,352,标签/状态,旅包已经放在桌边。,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C564,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,353,标题,回窝了。,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C565,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,354,说明正文,这一趟留下的东西，都在这里。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C566,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,354,说明正文,先拆包。里面是什么，打开以后才知道。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C567,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,356,无障碍/图像说明,${catName}背着旅包回到窝里,帮助屏幕阅读器或解释视觉对象。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C568,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,359,标签/状态,旅包 · SEALED,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C569,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,360,标题,东西还没摊开。,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C570,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,361,说明正文,可能是一张问题票，也可能是它对你的一个新发现。这一趟回来，总会留下能继续看的东西。,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C571,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,363,CTA/导航,拆开它的包,推动下一步操作或页面跳转。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C572,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,369,说明正文,随便逛,解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C573,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,369,说明正文,"你塞的纸条：{journey.routeBias ?? ""随便逛""}",解释机制、原因、边界或当前发生了什么。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C574,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,372,标签/状态,一个真实知乎问题,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C575,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,372,标签/状态,一场真实相遇,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C576,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,372,标签/状态,一条沿这趟路线形成的新观察,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C577,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,372,标签/状态,一页可追溯的旅行记录,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C578,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,372,标签/状态,它看到了什么,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C579,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,373,标签/状态,"${conversation.kind === ""USER"" ? ""真实用户 Persona"" : ""社区 NPC""} · ${conversation.textCharCount} 字",给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C580,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,373,标签/状态,这趟没有停下来聊天,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C581,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,373,标签/状态,它路上聊了什么,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C582,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,374,标签/状态,1 条新认识 · ${insight.textCharCount} 字,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C583,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,374,标签/状态,仍按可验证事实记录,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C584,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,374,标签/状态,它更懂你什么,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C585,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,377,无障碍/图像说明,旅途中发生的对话,帮助屏幕阅读器或解释视觉对象。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C586,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,378,标签/状态,SHARED ENCOUNTER · 真实用户,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C587,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,378,标签/状态,ROADSIDE CHAT · 社区 NPC,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C588,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,379,标题,路上碰见了 {conversation.participantName}。,建立页面/卡片主命题与注意力层级。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C589,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,388,标签/状态,<small>{conversation.sourceLabel} · {conversation.turns.length} 句 · {conversation.textCharCount} 字</small>,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C590,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,392,无障碍/图像说明,它对你的一个新发现,帮助屏幕阅读器或解释视觉对象。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C591,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,393,标签/状态,新认识 · ABOUT YOU · {insight.textCharCount} 字,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C592,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,398,其他固定 UI 文案,它为什么这么想 →,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C593,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,415,其他固定 UI 文案,这次回应已经记进这趟旅程，不会直接改写你的人格。,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C594,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,419,其他固定 UI 文案,看它们这一幕 →,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C595,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,421,其他固定 UI 文案,去知乎看原问题 →,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C596,/home (Journey states),共享组件,src/features/demo/outing-client.tsx,423,CTA/导航,收进旅行册,推动下一步操作或页面跳转。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C597,/atlas profile editor,共享组件,src/features/demo/profile/client.tsx,15,其他固定 UI 文案,蓝色工具包,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C598,/atlas profile editor,共享组件,src/features/demo/profile/client.tsx,16,其他固定 UI 文案,黑色分析夹,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C599,/atlas profile editor,共享组件,src/features/demo/profile/client.tsx,17,其他固定 UI 文案,红色思考巾,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C600,/atlas profile editor,共享组件,src/features/demo/profile/client.tsx,18,其他固定 UI 文案,帆布观察包,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C601,/atlas profile editor,共享组件,src/features/demo/profile/client.tsx,19,其他固定 UI 文案,蓝色旅行包,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C602,/atlas profile editor,共享组件,src/features/demo/profile/client.tsx,68,错误/反馈,保存失败,解释失败、等待或保存结果，避免用户误判状态。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C603,/atlas profile editor,共享组件,src/features/demo/profile/client.tsx,106,错误/反馈,记住了。,解释失败、等待或保存结果，避免用户误判状态。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C604,/atlas profile editor,共享组件,src/features/demo/profile/client.tsx,108,错误/反馈,这次没存上，再试一次。,解释失败、等待或保存结果，避免用户误判状态。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C605,/atlas profile editor,共享组件,src/features/demo/profile/client.tsx,115,标签/状态,名字,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C606,/atlas profile editor,共享组件,src/features/demo/profile/client.tsx,119,输入提示,给它起个短名字,告诉用户可以输入什么以及输入方式。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C607,/atlas profile editor,共享组件,src/features/demo/profile/client.tsx,124,标签/状态,现在的样子,给指标、状态、角色或来源提供短标签。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C608,/atlas profile editor,共享组件,src/features/demo/profile/client.tsx,129,其他固定 UI 文案,跟着人格长,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C609,/atlas profile editor,共享组件,src/features/demo/profile/client.tsx,136,其他固定 UI 文案,在记…,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C610,/atlas profile editor,共享组件,src/features/demo/profile/client.tsx,136,其他固定 UI 文案,记住这个样子,页面可见的固定文字或开发/兜底可见文本。,被多个页面复用；润色时检查是否同时影响多个页面和状态。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C611,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,6,其他固定 UI 文案,本喵,页面可见的固定文字或开发/兜底可见文本。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C612,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,7,其他固定 UI 文案,黑猫,页面可见的固定文字或开发/兜底可见文本。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C613,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,9,其他固定 UI 文案,工程脑,页面可见的固定文字或开发/兜底可见文本。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C614,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,10,标题,盐选级工具猫,建立页面/卡片主命题与注意力层级。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
C615,DEMO/FALLBACK visible copy,演示/兜底数据,src/features/demo/fixtures.ts,11,角色台词/引用,别急，让本喵先拆成三个模块。,塑造 Persona 语气、关系氛围或强调观点。,开发或无真实数据时用于视觉与流程连续性；生产环境不应冒充真实用户事实。,保留动态占位符/变量语义；不要把事实性文案改成未经数据支持的断言。
